Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Start_Date,Loan_Amount,Interest_Rate,Tenure_Months,Outstanding_Amount,Loan_Status
LOAN01742,CUST07812,BR041,Auto Loan,2020-08-09,331910.0,15.14,48,256477.31,Defaulted
LOAN01743,CUST04009,BR030,Education Loan,2021-06-12,548580.11,10.79,24,292830.93,Active
LOAN01744,CUST00302,BR040,Home Loan,2020-02-23,6760032.08,11.97,48,889763.04,Defaulted
LOAN01745,CUST00857,BR017,Education Loan,2024-07-29,152487.72,8.81,84,50851.93,Active
LOAN01746,CUST01794,BR055,Education Loan,2024-08-23,505084.79,9.81,36,41974.28,Active
LOAN01747,CUST07517,BR015,Education Loan,2024-03-30,742675.7,11.82,12,337920.11,Pending
LOAN01748,CUST05482,BR011,Education Loan,2020-03-07,1221780.96,9.56,60,591160.35,Active
LOAN01749,CUST02966,BR011,Personal Loan,2024-04-07,714281.81,7.77,24,693922.38,Closed
LOAN01750,CUST04034,BR002,Business Loan,2023-01-23,3174208.43,14.5,180,2612996.0,Pending
LOAN01751,CUST00788,BR029,Home Loan,2022-07-21,7862699.25,9.84,180,7283813.4,Defaulted
LOAN01752,CUST01990,BR018,Auto Loan,2021-12-07,1316078.62,8.28,120,1309760.16,Defaulted
LOAN01753,CUST07558,BR015,Business Loan,2022-01-27,437270.38,10.97,12,315482.52,Closed
LOAN01754,CUST06200,BR021,Auto Loan,2020-08-18,1086318.31,9.01,48,449906.08,Closed
LOAN01755,CUST06102,BR006,Business Loan,2020-01-04,1258995.96,8.64,240,73186.64,Defaulted
LOAN01756,CUST06120,BR033,Business Loan,2022-08-01,1780699.03,8.99,36,1101780.61,Defaulted
LOAN01757,CUST00870,BR052,Home Loan,2023-04-22,6652443.9,7.23,48,5981665.22,Defaulted
LOAN01758,CUST00377,BR060,Personal Loan,2021-08-18,354380.55,14.58,12,236308.45,Closed
LOAN01759,CUST00689,BR054,Personal Loan,2022-07-24,783041.43,10.62,180,624773.78,Active
LOAN01760,CUST03540,BR036,Home Loan,2020-01-21,7891060.97,12.88,240,7479411.76,Active
LOAN01761,CUST03425,BR039,Home Loan,2022-04-20,7941264.67,15.36,12,2313899.13,Defaulted
LOAN01762,CUST02232,BR033,Home Loan,2021-05-04,3576193.64,8.51,120,3398612.18,Pending
LOAN01763,CUST00062,BR045,Personal Loan,2021-11-10,156081.91,15.23,84,66007.62,Active
LOAN01764,CUST03279,BR016,Education Loan,2022-01-31,1198000.2,13.98,240,300452.02,Pending
LOAN01765,CUST07764,BR017,Auto Loan,2022-11-13,1146975.12,10.96,24,691897.86,Closed
LOAN01766,CUST01299,BR041,Personal Loan,2022-04-27,291246.16,13.19,36,225414.3,Defaulted
LOAN01767,CUST07385,BR022,Personal Loan,2020-04-04,344345.03,8.16,180,279726.14,Active
LOAN01768,CUST02290,BR028,Business Loan,2020-03-19,1498546.93,10.33,84,1291476.8,Active
LOAN01769,CUST06800,BR007,Auto Loan,2020-10-20,1180716.52,14.55,84,826647.64,Pending
LOAN01770,CUST07879,BR047,Education Loan,2023-01-17,303831.37,15.26,84,198278.74,Defaulted
LOAN01771,CUST00513,BR012,Auto Loan,2021-03-13,312081.58,10.05,120,146852.37,Closed
LOAN01772,CUST07917,BR007,Home Loan,2025-04-08,2468969.85,9.43,84,267443.74,Defaulted
LOAN01773,CUST04913,BR051,Home Loan,2024-11-24,1220878.74,13.22,120,148096.77,Defaulted
LOAN01774,CUST04676,BR045,Education Loan,2023-12-22,1386996.76,10.64,180,1105003.85,Defaulted
LOAN01775,CUST01000,BR026,Education Loan,2025-01-18,331141.51,14.86,180,230219.66,Closed
LOAN01776,CUST03682,BR001,Auto Loan,2020-11-05,1361158.12,10.76,24,77149.62,Defaulted
LOAN01777,CUST04334,BR023,Personal Loan,2024-05-20,432117.4,13.3,12,320759.85,Pending
LOAN01778,CUST01857,BR010,Home Loan,2022-07-28,3557756.89,11.04,36,663317.6,Defaulted
LOAN01779,CUST00472,BR043,Business Loan,2025-05-21,4441572.62,7.32,240,3412722.2,Pending
LOAN01780,CUST06959,BR010,Auto Loan,2020-02-19,1613673.39,13.27,24,1006625.22,Pending
LOAN01781,CUST01021,BR050,Education Loan,2020-05-07,364469.23,7.31,24,326239.46,Pending
LOAN01782,CUST02910,BR006,Personal Loan,2022-07-02,791712.95,10.73,120,441600.8,Active
LOAN01783,CUST04231,BR056,Home Loan,2025-02-25,4198002.47,10.74,12,1984542.02,Active
LOAN01784,CUST01710,BR024,Home Loan,2024-08-18,5563606.29,11.23,12,3340570.99,Defaulted
LOAN01785,CUST05356,BR043,Auto Loan,2021-11-03,337175.0,9.51,24,257930.56,Defaulted
LOAN01786,CUST05625,BR053,Auto Loan,2022-01-03,1735658.18,11.58,24,957072.72,Pending
LOAN01787,CUST07348,BR057,Business Loan,2020-05-31,843592.22,11.7,24,674956.46,Defaulted
LOAN01788,CUST07710,BR059,Personal Loan,2023-05-16,417875.58,10.17,48,96108.73,Closed
LOAN01789,CUST02930,BR019,Education Loan,2023-08-08,668309.81,14.53,12,249555.02,Active
LOAN01790,CUST07699,BR021,Personal Loan,2024-03-22,567915.18,10.19,84,507219.95,Defaulted
LOAN01791,CUST06245,BR053,Auto Loan,2023-08-04,394283.64,7.65,120,149287.78,Pending
LOAN01792,CUST07356,BR054,Education Loan,2025-01-31,478318.89,15.15,36,406486.0,Pending
LOAN01793,CUST07274,BR018,Business Loan,2023-06-03,3201914.37,10.39,60,2227406.18,Active
LOAN01794,CUST07026,BR004,Personal Loan,2022-11-20,126360.49,14.74,120,107809.41,Defaulted
LOAN01795,CUST01948,BR054,Personal Loan,2024-06-25,203301.99,7.22,120,11389.15,Closed
LOAN01796,CUST06989,BR026,Business Loan,2021-12-21,2504773.47,13.21,24,1362743.29,Defaulted
LOAN01797,CUST05075,BR025,Education Loan,2021-02-20,316946.27,8.09,24,253923.68,Active
LOAN01798,CUST05641,BR034,Personal Loan,2024-11-18,440599.26,12.74,120,73306.38,Closed
LOAN01799,CUST00392,BR055,Home Loan,2023-01-02,7145228.62,7.29,180,6765999.81,Pending
LOAN01800,CUST06239,BR004,Education Loan,2023-03-26,458665.06,14.57,60,206683.72,Active
LOAN01801,CUST02935,BR020,Auto Loan,2022-11-16,841393.17,10.14,240,755631.45,Active
LOAN01802,CUST02086,BR008,Personal Loan,2020-07-03,562836.58,15.44,60,302461.4,Closed
LOAN01803,CUST04461,BR033,Personal Loan,2024-06-25,81456.55,9.49,48,63287.21,Defaulted
LOAN01804,CUST05183,BR042,Home Loan,2024-10-18,1395685.06,7.88,120,1285837.89,Pending
LOAN01805,CUST01441,BR012,Auto Loan,2025-07-22,224709.24,12.54,60,189365.42,Active
LOAN01806,CUST07442,BR039,Business Loan,2022-07-20,3560748.67,9.14,180,1769429.26,Defaulted
LOAN01807,CUST05977,BR017,Auto Loan,2024-07-08,877463.51,8.31,84,772669.81,Closed
LOAN01808,CUST05972,BR032,Auto Loan,2023-02-12,1935928.46,13.39,120,1576434.48,Active
LOAN01809,CUST07906,BR019,Home Loan,2024-05-05,5163744.4,8.91,48,4237946.41,Pending
LOAN01810,CUST04064,BR024,Auto Loan,2025-02-18,1399396.15,14.54,180,637005.77,Closed
LOAN01811,CUST03603,BR003,Business Loan,2022-03-17,1697696.99,7.96,60,1097627.56,Active
LOAN01812,CUST01315,BR035,Education Loan,2020-11-02,992167.19,8.63,240,402568.36,Pending
LOAN01813,CUST03969,BR011,Home Loan,2025-03-30,6309800.9,7.72,60,3066400.56,Pending
LOAN01814,CUST03621,BR035,Education Loan,2024-02-10,1372910.94,8.78,180,618420.57,Pending
LOAN01815,CUST04930,BR020,Business Loan,2024-09-24,3438776.19,13.46,180,1073469.46,Active
LOAN01816,CUST03452,BR056,Business Loan,2021-09-18,661173.44,8.0,120,307967.32,Pending
LOAN01817,CUST01357,BR026,Home Loan,2025-05-10,7705227.52,10.0,120,3680438.37,Active
LOAN01818,CUST06649,BR047,Education Loan,2025-01-04,1337119.94,13.31,12,195539.11,Defaulted
LOAN01819,CUST02668,BR049,Home Loan,2021-09-29,2295672.46,10.28,120,837125.62,Active
LOAN01820,CUST02091,BR043,Home Loan,2022-11-25,7012676.64,9.97,120,5927040.98,Active
LOAN01821,CUST00190,BR059,Personal Loan,2021-01-20,206244.24,7.76,12,71540.1,Active
LOAN01822,CUST00876,BR015,Auto Loan,2020-03-01,1074878.98,12.3,84,520625.82,Pending
LOAN01823,CUST02556,BR004,Auto Loan,2021-10-02,853266.51,15.4,60,351879.65,Pending
LOAN01824,CUST02848,BR047,Business Loan,2022-06-07,4509166.26,7.2,240,4484969.81,Closed
LOAN01825,CUST02194,BR036,Personal Loan,2023-10-14,693592.88,13.46,24,352703.7,Defaulted
LOAN01826,CUST06684,BR044,Auto Loan,2021-11-14,227006.94,15.23,12,145753.07,Pending
LOAN01827,CUST01359,BR031,Education Loan,2024-10-01,734493.94,13.26,60,685056.1,Defaulted
LOAN01828,CUST02762,BR026,Education Loan,2022-06-15,861122.31,10.24,180,268470.57,Pending
LOAN01829,CUST05412,BR044,Home Loan,2020-01-18,6655481.78,14.09,24,2471950.78,Active
LOAN01830,CUST05802,BR016,Personal Loan,2022-09-19,537057.07,9.17,180,360162.88,Defaulted
LOAN01831,CUST01433,BR008,Auto Loan,2022-10-09,248781.99,11.31,180,162547.67,Pending
LOAN01832,CUST00806,BR050,Business Loan,2024-09-19,4683139.11,9.26,84,3403834.8,Closed
LOAN01833,CUST05795,BR028,Auto Loan,2024-02-24,1187995.7,11.16,48,352330.58,Pending
LOAN01834,CUST07548,BR043,Business Loan,2025-11-24,2910391.5,8.36,180,176083.77,Active
LOAN01835,CUST03156,BR018,Home Loan,2020-12-10,6199844.03,8.45,48,4594876.18,Defaulted
LOAN01836,CUST04741,BR007,Business Loan,2024-10-10,3754789.02,11.75,60,774412.47,Closed
LOAN01837,CUST05821,BR052,Home Loan,2021-08-07,6036426.13,9.12,60,2334414.32,Active
LOAN01838,CUST07695,BR006,Education Loan,2025-04-02,138168.29,10.33,12,38200.78,Defaulted
LOAN01839,CUST06600,BR004,Auto Loan,2024-01-22,1086276.76,12.5,48,566797.15,Defaulted
LOAN01840,CUST03172,BR049,Personal Loan,2020-03-24,780864.02,11.12,24,457668.08,Closed
LOAN01841,CUST05567,BR052,Business Loan,2022-03-07,1661190.13,12.67,60,1377657.29,Defaulted
LOAN01842,CUST06493,BR055,Home Loan,2020-01-13,5600249.65,9.96,120,1462842.82,Closed
LOAN01843,CUST06266,BR038,Auto Loan,2024-09-23,961233.12,13.08,12,756451.53,Closed
LOAN01844,CUST06676,BR048,Business Loan,2023-06-20,4504309.36,11.26,84,3958365.9,Defaulted
LOAN01845,CUST01577,BR005,Home Loan,2021-10-06,1268509.61,11.33,240,71671.4,Closed
LOAN01846,CUST03758,BR060,Business Loan,2022-05-15,748308.25,11.37,48,467542.75,Defaulted
LOAN01847,CUST06598,BR041,Education Loan,2020-12-06,309084.1,7.43,60,73694.4,Defaulted
LOAN01848,CUST02868,BR029,Business Loan,2024-07-26,1178094.55,14.08,12,313242.22,Defaulted
LOAN01849,CUST02090,BR037,Business Loan,2020-02-01,3797089.77,14.4,12,3770015.97,Closed
LOAN01850,CUST02490,BR025,Business Loan,2021-03-20,3571726.15,13.1,120,630532.64,Active
LOAN01851,CUST01687,BR057,Personal Loan,2023-07-19,547494.08,12.29,24,491440.56,Active
LOAN01852,CUST06137,BR060,Business Loan,2022-07-13,3359651.11,15.26,180,1468563.02,Closed
LOAN01853,CUST04519,BR044,Home Loan,2024-09-08,4156357.16,7.29,36,3771536.56,Active
LOAN01854,CUST00497,BR040,Auto Loan,2022-01-21,927906.11,12.56,180,697797.27,Defaulted
LOAN01855,CUST02452,BR009,Home Loan,2023-01-15,1994521.45,12.16,12,154035.75,Closed
LOAN01856,CUST06081,BR026,Business Loan,2024-04-15,477193.56,12.15,36,468367.67,Pending
LOAN01857,CUST00938,BR017,Home Loan,2021-06-05,4359747.0,14.5,36,3120523.54,Pending
LOAN01858,CUST07372,BR011,Personal Loan,2021-06-13,580355.94,12.52,180,230025.94,Defaulted
LOAN01859,CUST05457,BR027,Business Loan,2021-12-19,4851822.13,15.31,240,3129881.73,Defaulted
LOAN01860,CUST07893,BR052,Personal Loan,2021-04-23,68124.22,14.9,240,34342.68,Closed
LOAN01861,CUST03549,BR036,Home Loan,2022-02-13,3369309.87,10.39,48,312557.53,Closed
LOAN01862,CUST04524,BR056,Auto Loan,2021-05-01,1770162.55,14.8,240,1542216.41,Defaulted
LOAN01863,CUST02977,BR025,Home Loan,2025-04-22,5743599.1,13.29,12,1345632.54,Active
LOAN01864,CUST05878,BR015,Home Loan,2020-05-05,7980823.15,14.19,120,1756804.94,Active
LOAN01865,CUST05658,BR005,Education Loan,2025-12-25,772831.97,12.99,240,197663.12,Closed
LOAN01866,CUST07269,BR033,Auto Loan,2022-10-22,480953.51,15.12,60,480166.41,Closed
LOAN01867,CUST04818,BR043,Auto Loan,2021-11-05,1894920.19,10.13,48,184290.39,Active
LOAN01868,CUST00364,BR012,Business Loan,2023-11-02,4078413.3,14.16,36,337374.82,Pending
LOAN01869,CUST01755,BR039,Personal Loan,2025-11-04,403058.81,12.16,36,61254.28,Closed
LOAN01870,CUST07507,BR010,Business Loan,2025-06-17,423376.96,10.18,240,386744.24,Closed
LOAN01871,CUST04590,BR033,Home Loan,2020-05-18,5267407.85,14.26,12,2682394.04,Defaulted
LOAN01872,CUST05680,BR008,Education Loan,2025-10-11,707582.04,7.6,240,700161.46,Pending
LOAN01873,CUST03640,BR028,Business Loan,2024-11-06,3546923.36,13.43,180,279175.98,Defaulted
LOAN01874,CUST06396,BR054,Education Loan,2022-12-09,202722.89,14.36,48,158792.0,Active
LOAN01875,CUST03154,BR004,Education Loan,2023-03-26,1266263.65,9.24,180,1253047.74,Closed
LOAN01876,CUST05791,BR009,Business Loan,2021-02-16,3547600.37,8.6,120,606805.61,Active
LOAN01877,CUST06283,BR025,Auto Loan,2025-03-12,1664764.97,7.05,12,1098380.72,Closed
LOAN01878,CUST06383,BR048,Personal Loan,2021-08-28,158851.55,14.75,60,77474.71,Defaulted
LOAN01879,CUST04896,BR044,Auto Loan,2020-03-15,1137084.36,9.07,48,156644.24,Closed
LOAN01880,CUST02022,BR060,Personal Loan,2022-06-20,494316.24,12.58,24,142747.99,Active
LOAN01881,CUST03493,BR048,Auto Loan,2022-04-13,618884.21,14.28,60,378954.61,Active
LOAN01882,CUST06025,BR011,Personal Loan,2023-01-08,448988.95,11.1,24,304861.25,Pending
LOAN01883,CUST07966,BR040,Personal Loan,2023-04-25,479099.88,13.43,84,189042.51,Defaulted
LOAN01884,CUST05560,BR033,Personal Loan,2023-11-29,448618.04,14.66,84,346756.29,Closed
LOAN01885,CUST02450,BR016,Auto Loan,2025-08-04,1358725.75,7.96,120,397013.62,Closed
LOAN01886,CUST06755,BR018,Auto Loan,2022-07-06,506048.0,10.51,12,505365.9,Pending
LOAN01887,CUST04087,BR016,Auto Loan,2020-11-05,508595.43,13.5,180,502014.51,Closed
LOAN01888,CUST05321,BR025,Personal Loan,2025-10-13,653010.18,12.22,36,272196.84,Pending
LOAN01889,CUST01242,BR028,Business Loan,2021-05-30,2816534.44,11.51,12,286714.16,Pending
LOAN01890,CUST02801,BR034,Home Loan,2021-12-22,6305665.56,10.27,180,6019787.8,Active
LOAN01891,CUST07752,BR057,Home Loan,2022-05-21,6665962.77,8.88,180,3865275.71,Pending
LOAN01892,CUST01996,BR027,Business Loan,2020-10-05,4228781.46,12.52,120,829318.7,Active
LOAN01893,CUST05242,BR020,Auto Loan,2021-07-05,772798.44,12.54,36,199874.28,Active
LOAN01894,CUST03218,BR040,Auto Loan,2022-11-30,1923548.51,10.17,24,1375467.78,Active
LOAN01895,CUST05034,BR045,Business Loan,2024-01-22,4278033.04,9.47,180,1010966.21,Closed
LOAN01896,CUST04805,BR041,Auto Loan,2024-09-29,351246.09,11.83,48,210332.76,Pending
LOAN01897,CUST02584,BR032,Home Loan,2022-06-04,1642293.77,7.63,36,1060866.47,Pending
LOAN01898,CUST02075,BR017,Education Loan,2025-05-01,431879.19,10.81,84,366684.08,Active
LOAN01899,CUST03789,BR053,Education Loan,2022-04-18,322528.03,11.09,24,205621.89,Closed
LOAN01900,CUST00612,BR004,Auto Loan,2022-11-19,515871.73,14.8,24,329493.48,Active
LOAN01901,CUST01929,BR041,Education Loan,2021-05-13,1189178.4,7.64,36,364654.47,Active
LOAN01902,CUST01920,BR058,Business Loan,2022-11-27,3330386.82,13.46,120,3241976.84,Active
LOAN01903,CUST00586,BR018,Auto Loan,2023-02-10,740771.6,7.07,12,202944.69,Closed
LOAN01904,CUST01508,BR014,Education Loan,2023-05-29,1482463.76,10.6,240,1372849.27,Active
LOAN01905,CUST01896,BR029,Home Loan,2021-01-11,3547376.61,13.12,48,2467020.38,Defaulted
LOAN01906,CUST05056,BR021,Business Loan,2020-01-19,506642.86,7.87,36,303754.46,Pending
LOAN01907,CUST04855,BR027,Home Loan,2023-12-02,5321622.7,10.72,120,1685941.42,Defaulted
LOAN01908,CUST00802,BR010,Personal Loan,2022-08-14,357020.05,9.86,12,97306.34,Active
LOAN01909,CUST03910,BR039,Personal Loan,2021-01-31,712522.22,12.37,36,461461.15,Active
LOAN01910,CUST01717,BR052,Personal Loan,2021-01-26,571145.08,9.01,60,450190.63,Closed
LOAN01911,CUST06904,BR026,Home Loan,2022-05-09,3612160.43,11.32,240,2958242.43,Defaulted
LOAN01912,CUST04777,BR057,Auto Loan,2025-05-25,1203759.04,11.83,12,377023.82,Closed
LOAN01913,CUST03280,BR006,Personal Loan,2022-04-22,738748.96,13.35,12,534892.98,Defaulted
LOAN01914,CUST07761,BR022,Auto Loan,2020-06-05,1995836.06,9.35,36,1903169.14,Defaulted
LOAN01915,CUST06005,BR035,Education Loan,2021-10-03,421495.91,8.89,60,175706.91,Pending
LOAN01916,CUST05321,BR050,Education Loan,2020-03-02,1316374.27,12.38,36,891107.85,Closed
LOAN01917,CUST01978,BR011,Home Loan,2023-06-20,3226000.26,8.38,24,923145.9,Active
LOAN01918,CUST04311,BR034,Auto Loan,2025-03-15,1252057.05,15.2,48,1073197.8,Closed
LOAN01919,CUST01681,BR039,Home Loan,2025-02-10,4476339.55,9.18,48,1415537.32,Defaulted
LOAN01920,CUST01061,BR024,Business Loan,2023-03-09,2497043.92,14.1,240,697878.1,Pending
LOAN01921,CUST07156,BR028,Education Loan,2025-08-09,644612.16,11.33,12,269663.15,Active
LOAN01922,CUST06127,BR027,Auto Loan,2022-10-02,519686.7,9.7,48,295743.06,Defaulted
LOAN01923,CUST05423,BR039,Education Loan,2024-12-16,1245720.84,13.01,120,402241.63,Defaulted
LOAN01924,CUST01297,BR041,Home Loan,2021-05-15,7552414.59,9.15,12,4254970.54,Active
LOAN01925,CUST03319,BR019,Education Loan,2024-07-28,1405479.72,13.14,60,112433.94,Defaulted
LOAN01926,CUST03459,BR031,Home Loan,2021-10-21,4029473.48,11.07,60,1676465.57,Closed
LOAN01927,CUST01817,BR040,Education Loan,2023-08-20,276238.27,7.08,180,49143.79,Pending
LOAN01928,CUST00256,BR035,Auto Loan,2023-09-27,597724.34,15.21,12,65118.89,Defaulted
LOAN01929,CUST04051,BR008,Education Loan,2021-09-02,420972.01,7.1,120,48146.38,Pending
LOAN01930,CUST02258,BR060,Home Loan,2022-08-12,1723824.75,13.32,240,1716737.08,Closed
LOAN01931,CUST01508,BR058,Auto Loan,2025-10-03,530731.74,13.78,60,505707.43,Defaulted
LOAN01932,CUST00962,BR030,Home Loan,2025-11-15,5098360.31,8.76,84,2235708.99,Closed
LOAN01933,CUST02279,BR023,Auto Loan,2024-11-10,985024.7,8.11,84,874947.77,Closed
LOAN01934,CUST01795,BR059,Auto Loan,2023-05-16,1792856.14,9.83,60,685588.59,Closed
LOAN01935,CUST03037,BR052,Education Loan,2021-07-10,629509.2,13.94,240,521595.51,Defaulted
LOAN01936,CUST02109,BR042,Business Loan,2023-08-13,1404248.19,7.42,48,895141.81,Pending
LOAN01937,CUST05069,BR054,Home Loan,2025-03-14,3241278.49,9.67,48,2714928.4,Defaulted
LOAN01938,CUST05666,BR057,Personal Loan,2024-02-14,261539.48,9.65,24,48759.49,Closed
LOAN01939,CUST03726,BR056,Business Loan,2022-01-21,3843754.0,12.22,180,2442212.62,Closed
LOAN01940,CUST04703,BR054,Business Loan,2025-10-21,4586475.86,8.87,180,4261827.48,Active
LOAN01941,CUST01159,BR003,Auto Loan,2023-10-29,1073927.63,11.16,180,136311.16,Pending
LOAN01942,CUST02138,BR020,Education Loan,2025-06-06,833650.51,15.11,120,780418.69,Defaulted
LOAN01943,CUST07776,BR004,Auto Loan,2022-11-15,349323.37,9.1,180,290148.93,Closed
LOAN01944,CUST00301,BR028,Education Loan,2020-01-12,646025.47,11.94,60,356214.75,Active
LOAN01945,CUST05006,BR047,Auto Loan,2024-09-06,1435988.86,10.39,240,389676.48,Closed
LOAN01946,CUST03666,BR027,Education Loan,2024-07-31,779093.48,10.31,84,774465.81,Defaulted
LOAN01947,CUST06338,BR051,Personal Loan,2023-07-05,577208.04,9.36,48,431359.91,Closed
LOAN01948,CUST00461,BR039,Education Loan,2020-07-01,577988.0,10.08,120,501133.98,Closed
LOAN01949,CUST07350,BR055,Education Loan,2022-07-30,805005.82,9.48,36,401609.92,Closed
LOAN01950,CUST06236,BR020,Auto Loan,2023-01-14,1006371.49,15.16,24,395107.36,Pending
LOAN01951,CUST03774,BR010,Home Loan,2025-06-20,4028385.75,14.42,48,3556087.63,Defaulted
LOAN01952,CUST05060,BR056,Personal Loan,2022-10-23,245967.81,12.98,36,138226.58,Active
LOAN01953,CUST01121,BR001,Education Loan,2022-01-12,995011.27,9.78,36,212823.96,Defaulted
LOAN01954,CUST04010,BR050,Home Loan,2022-08-14,1513618.37,14.93,120,535448.65,Defaulted
LOAN01955,CUST07412,BR058,Home Loan,2023-05-04,3956353.32,13.24,12,2620596.2,Closed
LOAN01956,CUST05277,BR043,Auto Loan,2024-07-12,1802526.4,11.91,36,1033793.25,Defaulted
LOAN01957,CUST05299,BR031,Education Loan,2023-07-19,1234865.63,10.34,180,1039354.25,Defaulted
LOAN01958,CUST05914,BR049,Home Loan,2023-08-04,3807642.31,7.31,240,1919624.24,Closed
LOAN01959,CUST00588,BR040,Auto Loan,2021-04-10,1430143.39,12.19,48,1104068.18,Active
LOAN01960,CUST03538,BR038,Auto Loan,2023-06-26,1763207.15,8.73,120,745912.92,Active
LOAN01961,CUST02313,BR010,Home Loan,2020-11-11,4355729.07,7.46,24,2792615.71,Active
LOAN01962,CUST02843,BR021,Auto Loan,2022-03-02,426660.53,10.57,240,120281.89,Pending
LOAN01963,CUST06154,BR010,Auto Loan,2024-06-02,987164.36,10.31,36,222255.89,Active
LOAN01964,CUST06536,BR060,Home Loan,2022-04-12,2458209.92,12.08,60,1367690.32,Defaulted
LOAN01965,CUST05320,BR024,Business Loan,2025-04-01,3298943.9,7.38,180,763209.43,Active
LOAN01966,CUST04190,BR018,Home Loan,2025-02-04,3519884.84,14.79,24,1754138.33,Defaulted
LOAN01967,CUST05196,BR034,Education Loan,2025-04-15,834820.83,13.58,84,62642.33,Closed
LOAN01968,CUST06601,BR033,Education Loan,2021-03-01,151593.31,11.07,240,146816.88,Defaulted
LOAN01969,CUST05093,BR024,Business Loan,2025-02-10,3769417.85,15.04,180,3735702.8,Pending
LOAN01970,CUST03976,BR017,Personal Loan,2021-10-02,717027.54,12.69,48,290810.12,Defaulted
LOAN01971,CUST04276,BR026,Education Loan,2024-10-28,774079.07,7.0,48,611614.79,Closed
LOAN01972,CUST03121,BR049,Education Loan,2023-10-15,1196960.21,14.41,36,379188.14,Active
LOAN01973,CUST05693,BR035,Personal Loan,2023-08-04,767213.88,14.89,48,63700.17,Pending
LOAN01974,CUST01201,BR040,Personal Loan,2021-09-01,451881.01,11.99,36,432985.7,Pending
LOAN01975,CUST02418,BR004,Personal Loan,2025-02-03,183078.4,12.84,12,169467.69,Closed
LOAN01976,CUST03040,BR002,Education Loan,2025-07-29,1325718.41,8.19,84,790380.51,Active
LOAN01977,CUST06485,BR051,Personal Loan,2023-03-14,681922.17,8.31,60,437022.28,Closed
LOAN01978,CUST01543,BR014,Auto Loan,2021-09-01,1522824.27,15.5,60,697064.44,Pending
LOAN01979,CUST01780,BR053,Business Loan,2020-04-05,1648067.25,10.92,240,1217206.35,Active
LOAN01980,CUST03793,BR060,Auto Loan,2025-04-30,1356178.32,12.01,120,478702.22,Closed
LOAN01981,CUST04686,BR056,Personal Loan,2022-05-22,127794.57,10.54,36,82812.12,Defaulted
LOAN01982,CUST04066,BR006,Personal Loan,2023-04-17,488375.86,13.67,120,181343.76,Closed
LOAN01983,CUST06690,BR043,Education Loan,2024-12-29,533408.63,15.23,240,440727.73,Active
LOAN01984,CUST02950,BR011,Home Loan,2024-12-11,6498144.63,12.47,24,5841307.97,Pending
LOAN01985,CUST04408,BR001,Education Loan,2023-08-01,797431.16,15.47,12,130502.31,Active
LOAN01986,CUST07986,BR053,Home Loan,2022-05-08,4557489.56,7.12,12,4018795.03,Pending
LOAN01987,CUST06289,BR053,Home Loan,2020-05-05,3853616.84,11.61,60,799026.3,Defaulted
LOAN01988,CUST07667,BR025,Personal Loan,2021-03-28,79039.61,8.83,60,57943.76,Active
LOAN01989,CUST03605,BR014,Personal Loan,2021-07-31,749486.86,11.59,84,396541.65,Closed
LOAN01990,CUST07066,BR011,Education Loan,2022-12-03,1318726.59,13.56,240,397469.12,Pending
LOAN01991,CUST01359,BR028,Home Loan,2023-04-13,6656552.12,7.65,240,5285289.96,Defaulted
LOAN01992,CUST06285,BR010,Auto Loan,2022-12-01,1195369.17,13.21,48,551802.2,Defaulted
LOAN01993,CUST02210,BR001,Business Loan,2023-06-08,502417.85,11.25,84,273465.55,Pending
LOAN01994,CUST00478,BR019,Education Loan,2020-04-05,347112.61,15.26,120,158235.17,Closed
LOAN01995,CUST06516,BR033,Auto Loan,2025-12-23,1899471.1,8.96,84,1786108.34,Closed
LOAN01996,CUST01085,BR033,Home Loan,2020-07-06,2263725.47,8.7,36,1061538.45,Closed
LOAN01997,CUST02059,BR023,Home Loan,2023-12-02,7779959.26,8.57,36,7066025.18,Active
LOAN01998,CUST07534,BR048,Business Loan,2020-09-08,3044433.6,13.14,240,1609532.93,Closed
LOAN01999,CUST07562,BR031,Auto Loan,2024-10-25,769092.24,8.37,240,117063.5,Closed
LOAN02000,CUST03992,BR054,Education Loan,2025-02-18,416965.52,11.49,24,80204.17,Active
LOAN02001,CUST02356,BR005,Education Loan,2022-11-21,1254600.6,12.31,120,156965.23,Defaulted
LOAN02002,CUST07357,BR010,Auto Loan,2020-08-24,418354.3,13.37,60,36042.51,Defaulted
LOAN02003,CUST07488,BR003,Home Loan,2024-02-23,5118252.0,14.48,180,2111868.67,Closed
LOAN02004,CUST05025,BR040,Auto Loan,2023-02-18,875455.02,11.97,60,714357.96,Pending
LOAN02005,CUST06208,BR040,Personal Loan,2025-04-25,74272.85,13.71,12,47511.86,Pending
LOAN02006,CUST02590,BR035,Home Loan,2025-03-22,6136331.25,15.39,12,5993318.83,Pending
LOAN02007,CUST05377,BR031,Education Loan,2025-05-03,1235036.81,8.74,60,556713.97,Closed
LOAN02008,CUST07975,BR025,Education Loan,2025-06-02,471388.2,10.9,180,355116.94,Defaulted
LOAN02009,CUST00819,BR037,Home Loan,2023-03-26,3607816.75,10.23,180,3315485.3,Pending
LOAN02010,CUST03021,BR006,Personal Loan,2023-06-23,754104.38,7.66,180,293260.22,Defaulted
