Account_ID,Customer_ID,Branch_ID,Account_Type,Opening_Date,Current_Balance,Account_Status
ACC02421,CUST00821,BR030,Savings,2025-10-08,56533.35,Active
ACC02422,CUST03404,BR034,Savings,2025-10-15,63109.78,Closed
ACC02423,CUST02728,BR037,Current,2020-12-01,28871.47,Closed
ACC02424,CUST03097,BR014,Fixed Deposit,2022-06-24,58332.45,Closed
ACC02425,CUST04792,BR019,Current,2022-07-06,7854.9,Closed
ACC02426,CUST07782,BR060,Savings,2021-05-14,34990.41,Dormant
ACC02427,CUST02991,BR051,Salary,2022-01-13,19939.15,Closed
ACC02428,CUST04981,BR004,Savings,2022-10-09,20827.47,Closed
ACC02429,CUST00978,BR049,Savings,2021-11-11,60591.99,Active
ACC02430,CUST07331,BR001,Savings,2025-03-12,16306.69,Closed
ACC02431,CUST06010,BR035,Fixed Deposit,2020-11-17,84016.09,Dormant
ACC02432,CUST04679,BR044,Savings,2025-12-04,8798.2,Dormant
ACC02433,CUST03684,BR007,Savings,2021-02-27,21564.49,Closed
ACC02434,CUST01039,BR056,Savings,2023-04-16,18827.64,Dormant
ACC02435,CUST07934,BR038,Savings,2025-11-07,26978.0,Closed
ACC02436,CUST00584,BR042,Savings,2024-04-18,15794.64,Closed
ACC02437,CUST00035,BR013,Current,2024-07-21,31841.55,Closed
ACC02438,CUST01813,BR046,Savings,2021-01-29,46325.25,Closed
ACC02439,CUST02698,BR053,Savings,2024-07-22,14867.19,Active
ACC02440,CUST04060,BR023,Savings,2025-05-04,5187.88,Closed
ACC02441,CUST06531,BR032,Savings,2022-06-22,106364.33,Active
ACC02442,CUST00470,BR010,Savings,2024-06-11,76367.21,Dormant
ACC02443,CUST05990,BR007,Savings,2019-05-03,6884.06,Dormant
ACC02444,CUST01960,BR049,Savings,2024-11-12,40975.8,Dormant
ACC02445,CUST00371,BR054,Savings,2024-05-04,14007.14,Closed
ACC02446,CUST04593,BR009,Salary,2023-01-24,16065.69,Dormant
ACC02447,CUST05625,BR027,Savings,2025-01-23,28704.29,Closed
ACC02448,CUST07661,BR011,Salary,2022-05-03,11337.99,Active
ACC02449,CUST06880,BR034,Savings,2024-01-26,10879.23,Closed
ACC02450,CUST07752,BR049,Savings,2022-04-02,11831.41,Active
ACC02451,CUST03097,BR020,Savings,2019-07-09,9656.89,Closed
ACC02452,CUST04310,BR029,Savings,2022-04-06,10418.73,Closed
ACC02453,CUST00669,BR042,Savings,2019-04-06,20734.19,Dormant
ACC02454,CUST05750,BR013,Fixed Deposit,2020-09-08,38969.87,Dormant
ACC02455,CUST05705,BR059,Savings,2024-12-22,40694.44,Dormant
ACC02456,CUST04811,BR017,Salary,2020-08-08,37838.12,Closed
ACC02457,CUST00087,BR023,Savings,2019-06-09,13068.4,Closed
ACC02458,CUST06483,BR043,Savings,2021-06-10,27322.45,Dormant
ACC02459,CUST02753,BR039,Savings,2019-01-08,34534.59,Dormant
ACC02460,CUST02764,BR018,Salary,2022-11-14,18590.42,Dormant
ACC02461,CUST05854,BR044,Savings,2021-05-16,23584.85,Active
ACC02462,CUST07046,BR028,Savings,2025-08-23,42976.73,Dormant
ACC02463,CUST01578,BR050,Savings,2020-07-02,33996.88,Closed
ACC02464,CUST05542,BR028,Current,2021-06-15,10533.73,Active
ACC02465,CUST07619,BR007,Salary,2020-06-15,24548.58,Closed
ACC02466,CUST05755,BR038,Savings,2023-06-12,48950.35,Active
ACC02467,CUST06096,BR052,Savings,2019-05-25,11081.61,Closed
ACC02468,CUST04291,BR023,Salary,2025-02-03,13719.27,Closed
ACC02469,CUST05826,BR008,Current,2020-07-21,71921.39,Dormant
ACC02470,CUST02185,BR039,Salary,2019-02-28,11538.91,Closed
ACC02471,CUST04831,BR017,Savings,2021-01-21,57854.14,Dormant
ACC02472,CUST07282,BR020,Savings,2022-05-05,184884.25,Dormant
ACC02473,CUST01672,BR014,Savings,2021-03-18,10857.51,Dormant
ACC02474,CUST02782,BR035,Current,2022-03-14,9126.66,Active
ACC02475,CUST04809,BR043,Salary,2022-02-01,16525.72,Active
ACC02476,CUST00343,BR033,Current,2022-04-30,74724.44,Active
ACC02477,CUST05242,BR048,Savings,2023-08-11,17893.99,Dormant
ACC02478,CUST05816,BR019,Savings,2019-06-09,81465.48,Dormant
ACC02479,CUST02537,BR044,Savings,2025-07-02,6602.84,Closed
ACC02480,CUST03270,BR008,Savings,2019-07-09,41094.38,Dormant
ACC02481,CUST04885,BR024,Savings,2019-07-28,12768.36,Dormant
ACC02482,CUST01014,BR015,Savings,2024-08-21,103511.72,Active
ACC02483,CUST07203,BR010,Current,2024-09-13,266336.37,Dormant
ACC02484,CUST04351,BR021,Savings,2020-06-30,11048.05,Closed
ACC02485,CUST02187,BR020,Fixed Deposit,2023-09-02,43056.38,Closed
ACC02486,CUST02766,BR013,Salary,2019-10-28,24384.71,Dormant
ACC02487,CUST00658,BR030,Savings,2020-05-10,15546.37,Closed
ACC02488,CUST04173,BR009,Savings,2021-10-12,21144.39,Active
ACC02489,CUST03636,BR010,Savings,2019-10-15,22535.56,Active
ACC02490,CUST01030,BR057,Salary,2025-02-08,3485.02,Active
ACC02491,CUST00175,BR003,Salary,2025-09-23,13230.94,Dormant
ACC02492,CUST04981,BR057,Fixed Deposit,2019-01-18,39583.33,Closed
ACC02493,CUST05230,BR045,Fixed Deposit,2021-11-01,44539.26,Closed
ACC02494,CUST02906,BR002,Savings,2021-11-07,80762.56,Dormant
ACC02495,CUST03636,BR002,Savings,2024-01-13,7109.19,Active
ACC02496,CUST03220,BR043,Savings,2022-03-05,45792.92,Active
ACC02497,CUST07758,BR012,Savings,2025-10-10,17135.94,Dormant
ACC02498,CUST03477,BR052,Fixed Deposit,2019-01-20,50622.12,Closed
ACC02499,CUST02226,BR033,Salary,2023-05-27,23231.41,Active
ACC02500,CUST06298,BR047,Current,2020-08-31,51024.0,Closed
ACC02501,CUST04181,BR010,Salary,2025-04-25,19919.0,Closed
ACC02502,CUST04417,BR049,Savings,2024-04-30,52647.09,Dormant
ACC02503,CUST07023,BR009,Fixed Deposit,2019-10-29,49080.4,Closed
ACC02504,CUST01675,BR041,Fixed Deposit,2019-10-14,41467.2,Closed
ACC02505,CUST07963,BR045,Savings,2019-12-16,8294.64,Closed
ACC02506,CUST03945,BR021,Current,2019-05-17,15908.19,Closed
ACC02507,CUST05261,BR031,Savings,2019-03-15,313070.91,Dormant
ACC02508,CUST04099,BR046,Salary,2025-01-14,31929.18,Active
ACC02509,CUST04489,BR010,Savings,2022-02-25,6529.16,Active
ACC02510,CUST01025,BR049,Current,2020-07-22,9677.34,Dormant
ACC02511,CUST00332,BR027,Salary,2025-07-30,18719.22,Closed
ACC02512,CUST05284,BR055,Savings,2019-09-19,36045.54,Dormant
ACC02513,CUST05754,BR042,Current,2023-02-05,62873.74,Closed
ACC02514,CUST05150,BR027,Salary,2025-04-06,11176.08,Closed
ACC02515,CUST06270,BR028,Salary,2019-12-04,12236.54,Dormant
ACC02516,CUST03355,BR036,Salary,2019-01-26,16806.41,Dormant
ACC02517,CUST06082,BR056,Fixed Deposit,2020-02-04,63040.7,Dormant
ACC02518,CUST00991,BR027,Salary,2025-07-19,2825.64,Dormant
ACC02519,CUST02570,BR013,Current,2019-12-18,28859.67,Closed
ACC02520,CUST00809,BR055,Current,2020-07-07,15499.97,Dormant
ACC02521,CUST06814,BR026,Savings,2024-11-11,25788.66,Closed
ACC02522,CUST04553,BR004,Savings,2025-01-15,323428.42,Closed
ACC02523,CUST04913,BR040,Savings,2019-08-08,30660.59,Dormant
ACC02524,CUST04035,BR016,Savings,2025-04-19,16611.05,Active
ACC02525,CUST05069,BR011,Fixed Deposit,2020-12-28,104097.26,Active
ACC02526,CUST04313,BR010,Savings,2019-01-27,34010.31,Active
ACC02527,CUST00963,BR056,Fixed Deposit,2020-09-07,77038.2,Active
ACC02528,CUST02206,BR044,Salary,2022-06-02,20430.73,Active
ACC02529,CUST03750,BR046,Salary,2020-03-22,56363.69,Closed
ACC02530,CUST01934,BR009,Salary,2020-10-29,6053.42,Dormant
ACC02531,CUST03668,BR006,Savings,2025-09-23,33734.25,Active
ACC02532,CUST04219,BR023,Savings,2022-06-08,9568.74,Active
ACC02533,CUST04868,BR030,Current,2021-07-11,63291.9,Active
ACC02534,CUST00198,BR014,Savings,2024-05-18,9635.24,Active
ACC02535,CUST06804,BR019,Current,2024-11-11,23923.9,Dormant
ACC02536,CUST00310,BR054,Savings,2024-12-08,16889.02,Closed
ACC02537,CUST02165,BR050,Savings,2024-04-25,53009.96,Closed
ACC02538,CUST05902,BR059,Fixed Deposit,2023-07-24,103888.41,Closed
ACC02539,CUST03819,BR028,Current,2020-04-30,10449.22,Closed
ACC02540,CUST02314,BR008,Salary,2020-02-16,13883.47,Closed
ACC02541,CUST04996,BR012,Current,2021-05-08,17861.81,Active
ACC02542,CUST01455,BR047,Savings,2022-05-12,7096.42,Closed
ACC02543,CUST04033,BR050,Current,2019-05-28,29230.94,Active
ACC02544,CUST00405,BR023,Savings,2023-10-19,16686.67,Dormant
ACC02545,CUST00943,BR024,Salary,2023-07-15,73035.55,Active
ACC02546,CUST03151,BR035,Current,2023-10-29,55991.76,Closed
ACC02547,CUST04311,BR043,Savings,2019-09-16,6375.03,Active
ACC02548,CUST04742,BR041,Salary,2025-10-19,8997.11,Closed
ACC02549,CUST04030,BR050,Savings,2024-12-28,55229.08,Closed
ACC02550,CUST01521,BR040,Savings,2022-02-09,144292.6,Dormant
ACC02551,CUST00088,BR057,Savings,2021-05-14,5284.93,Active
ACC02552,CUST06049,BR027,Current,2021-03-24,5541.81,Active
ACC02553,CUST02937,BR027,Savings,2022-12-31,118642.33,Closed
ACC02554,CUST04861,BR029,Savings,2021-04-15,31277.45,Dormant
ACC02555,CUST00199,BR038,Salary,2022-01-08,7274.97,Dormant
ACC02556,CUST01310,BR043,Current,2024-10-14,61983.85,Dormant
ACC02557,CUST07979,BR022,Salary,2021-05-15,2111.13,Active
ACC02558,CUST07832,BR044,Salary,2019-01-30,13391.33,Dormant
ACC02559,CUST04907,BR025,Salary,2019-06-13,16805.72,Closed
ACC02560,CUST00889,BR013,Savings,2024-07-19,50606.9,Dormant
ACC02561,CUST01404,BR057,Savings,2020-07-17,8843.99,Closed
ACC02562,CUST01204,BR033,Savings,2019-08-12,23792.33,Dormant
ACC02563,CUST02933,BR015,Salary,2020-08-23,6989.77,Closed
ACC02564,CUST04338,BR009,Salary,2022-05-23,15974.81,Closed
ACC02565,CUST03039,BR052,Current,2024-09-27,14833.65,Active
ACC02566,CUST01144,BR046,Savings,2023-07-15,15255.71,Closed
ACC02567,CUST04770,BR045,Current,2024-09-30,13415.75,Closed
ACC02568,CUST01576,BR039,Fixed Deposit,2020-09-26,88493.27,Dormant
ACC02569,CUST00839,BR049,Savings,2025-09-15,47696.15,Dormant
ACC02570,CUST03584,BR020,Savings,2020-11-26,17833.63,Closed
ACC02571,CUST05709,BR036,Savings,2023-02-21,22797.68,Active
ACC02572,CUST07633,BR035,Fixed Deposit,2023-02-13,25105.57,Closed
ACC02573,CUST02681,BR015,Current,2022-02-22,26911.89,Dormant
ACC02574,CUST01663,BR018,Savings,2021-04-29,21053.37,Closed
ACC02575,CUST06067,BR024,Savings,2022-04-15,232981.37,Dormant
ACC02576,CUST07123,BR008,Savings,2019-11-24,8096.84,Active
ACC02577,CUST07966,BR047,Savings,2025-09-02,82269.81,Closed
ACC02578,CUST03788,BR048,Current,2022-02-25,98406.17,Active
ACC02579,CUST01401,BR059,Fixed Deposit,2021-10-06,70854.36,Dormant
ACC02580,CUST00855,BR016,Savings,2020-10-23,107232.91,Dormant
ACC02581,CUST05662,BR059,Savings,2025-11-22,30788.45,Closed
ACC02582,CUST04412,BR039,Salary,2023-03-20,17543.02,Dormant
ACC02583,CUST00943,BR040,Savings,2022-08-15,20998.19,Closed
ACC02584,CUST02271,BR023,Current,2023-07-27,123447.21,Active
ACC02585,CUST01852,BR023,Savings,2020-05-16,59090.31,Closed
ACC02586,CUST04038,BR013,Current,2025-12-25,19425.13,Dormant
ACC02587,CUST06619,BR017,Savings,2023-06-07,6718.89,Closed
ACC02588,CUST05129,BR047,Current,2024-03-29,29644.13,Active
ACC02589,CUST03962,BR029,Fixed Deposit,2025-08-31,37048.27,Dormant
ACC02590,CUST04767,BR007,Savings,2019-07-24,20802.49,Active
ACC02591,CUST01065,BR024,Salary,2023-04-08,31767.74,Dormant
ACC02592,CUST01593,BR031,Savings,2019-11-22,14594.92,Dormant
ACC02593,CUST06301,BR037,Salary,2024-05-05,12965.19,Active
ACC02594,CUST04612,BR005,Fixed Deposit,2020-09-08,61995.29,Closed
ACC02595,CUST03568,BR027,Current,2020-03-25,84832.24,Dormant
ACC02596,CUST01780,BR036,Savings,2021-04-20,2915.51,Dormant
ACC02597,CUST04951,BR032,Savings,2019-04-09,12758.71,Active
ACC02598,CUST05186,BR031,Savings,2022-12-19,26639.63,Active
ACC02599,CUST01773,BR056,Fixed Deposit,2021-06-11,123013.25,Active
ACC02600,CUST03538,BR038,Savings,2025-02-02,14147.42,Dormant
ACC02601,CUST07552,BR041,Savings,2023-09-18,4068.8,Active
ACC02602,CUST04079,BR025,Salary,2024-05-27,20615.49,Dormant
ACC02603,CUST01317,BR004,Savings,2023-06-27,12433.8,Active
ACC02604,CUST00308,BR012,Savings,2020-03-29,7549.98,Active
ACC02605,CUST05592,BR020,Salary,2019-11-14,8629.64,Dormant
ACC02606,CUST05273,BR019,Fixed Deposit,2024-02-11,53598.95,Closed
ACC02607,CUST07701,BR027,Salary,2025-01-10,8748.86,Active
ACC02608,CUST02097,BR035,Current,2020-06-27,4001.54,Active
ACC02609,CUST05186,BR006,Savings,2021-12-02,49382.9,Closed
ACC02610,CUST05786,BR020,Current,2024-04-11,129946.1,Closed
ACC02611,CUST02158,BR008,Savings,2019-02-23,39591.5,Active
ACC02612,CUST00790,BR020,Savings,2022-06-19,7911.58,Closed
ACC02613,CUST04238,BR048,Savings,2023-04-03,18373.37,Active
ACC02614,CUST07714,BR031,Savings,2021-10-02,21897.57,Closed
ACC02615,CUST01957,BR048,Savings,2023-10-05,37756.58,Closed
ACC02616,CUST02332,BR032,Savings,2021-05-07,40195.34,Dormant
ACC02617,CUST02301,BR040,Current,2022-12-17,17427.87,Dormant
ACC02618,CUST07183,BR019,Savings,2022-12-23,23713.41,Dormant
ACC02619,CUST02018,BR053,Salary,2022-07-18,18399.82,Closed
ACC02620,CUST05885,BR052,Salary,2023-02-17,37014.89,Dormant
ACC02621,CUST03202,BR001,Salary,2025-08-01,21876.2,Active
ACC02622,CUST01553,BR013,Savings,2025-07-04,44808.41,Closed
ACC02623,CUST01133,BR021,Savings,2025-07-21,23752.52,Active
ACC02624,CUST07103,BR015,Salary,2019-04-13,35857.98,Dormant
ACC02625,CUST04444,BR015,Savings,2021-01-17,31849.8,Closed
ACC02626,CUST01149,BR059,Savings,2019-05-22,10147.89,Active
ACC02627,CUST02094,BR053,Savings,2022-09-07,77888.45,Closed
ACC02628,CUST00301,BR032,Salary,2023-05-21,21775.32,Dormant
ACC02629,CUST00710,BR023,Savings,2020-10-08,14783.4,Dormant
ACC02630,CUST06500,BR054,Salary,2025-03-01,9550.56,Closed
ACC02631,CUST03151,BR012,Savings,2024-06-26,28765.1,Active
ACC02632,CUST00122,BR033,Savings,2024-09-07,33418.55,Active
ACC02633,CUST01591,BR048,Savings,2025-07-26,26306.28,Active
ACC02634,CUST00770,BR054,Savings,2020-04-07,29149.06,Closed
ACC02635,CUST07224,BR045,Savings,2024-03-01,101718.21,Closed
ACC02636,CUST04460,BR046,Savings,2023-02-13,57779.47,Closed
ACC02637,CUST07874,BR033,Savings,2021-08-17,26149.15,Dormant
ACC02638,CUST06235,BR024,Current,2024-11-13,93088.93,Dormant
ACC02639,CUST02906,BR046,Current,2025-07-19,12932.21,Closed
ACC02640,CUST06118,BR047,Salary,2025-07-18,17651.02,Active
ACC02641,CUST05506,BR004,Savings,2024-11-17,112237.87,Active
ACC02642,CUST02197,BR049,Fixed Deposit,2022-09-23,52531.72,Active
ACC02643,CUST07487,BR013,Current,2023-11-03,15558.56,Active
ACC02644,CUST06782,BR003,Savings,2021-08-29,12248.03,Active
ACC02645,CUST02837,BR039,Salary,2025-01-19,6230.78,Dormant
ACC02646,CUST03721,BR059,Current,2022-11-18,16568.16,Active
ACC02647,CUST01084,BR056,Salary,2020-12-24,10307.68,Closed
ACC02648,CUST07961,BR023,Salary,2024-07-17,4994.55,Dormant
ACC02649,CUST05262,BR038,Salary,2022-06-23,13506.59,Closed
ACC02650,CUST01171,BR058,Salary,2020-08-18,25124.38,Closed
ACC02651,CUST02136,BR055,Savings,2019-09-11,9730.49,Closed
ACC02652,CUST02237,BR055,Savings,2024-01-05,86452.94,Active
ACC02653,CUST06819,BR042,Savings,2022-11-20,34881.53,Dormant
ACC02654,CUST01816,BR015,Current,2024-11-12,101781.19,Closed
ACC02655,CUST00338,BR041,Salary,2022-11-26,8429.69,Closed
ACC02656,CUST05130,BR032,Fixed Deposit,2022-02-12,99978.97,Dormant
ACC02657,CUST05085,BR014,Current,2020-08-21,12186.28,Closed
ACC02658,CUST06569,BR013,Savings,2024-08-08,49080.78,Dormant
ACC02659,CUST01331,BR058,Savings,2025-02-28,25710.52,Closed
ACC02660,CUST02002,BR006,Salary,2019-06-10,19678.38,Dormant
ACC02661,CUST04703,BR049,Fixed Deposit,2025-01-26,29573.77,Active
ACC02662,CUST03436,BR037,Savings,2019-06-01,9842.23,Dormant
ACC02663,CUST07867,BR013,Salary,2020-07-20,20293.58,Active
ACC02664,CUST07393,BR043,Savings,2023-10-29,9381.42,Closed
ACC02665,CUST05902,BR046,Savings,2023-03-03,33419.19,Closed
ACC02666,CUST01421,BR048,Current,2021-01-11,9254.47,Dormant
ACC02667,CUST04824,BR028,Savings,2020-10-25,47257.03,Dormant
ACC02668,CUST06651,BR025,Current,2020-01-25,10588.0,Dormant
ACC02669,CUST04921,BR039,Savings,2022-07-26,36209.25,Dormant
ACC02670,CUST05490,BR019,Salary,2021-09-19,20701.09,Active
ACC02671,CUST00262,BR033,Savings,2019-10-04,11765.25,Active
ACC02672,CUST05314,BR015,Savings,2019-11-25,37191.07,Active
ACC02673,CUST07581,BR048,Savings,2025-08-02,27844.7,Closed
ACC02674,CUST04909,BR048,Savings,2021-11-04,13562.21,Dormant
ACC02675,CUST06470,BR015,Savings,2020-07-16,8886.61,Dormant
ACC02676,CUST04715,BR043,Savings,2022-10-13,3765.5,Closed
ACC02677,CUST03172,BR008,Savings,2023-01-19,30172.47,Dormant
ACC02678,CUST06755,BR025,Savings,2025-04-23,5386.64,Active
ACC02679,CUST03614,BR013,Salary,2024-02-28,14281.8,Dormant
ACC02680,CUST03568,BR021,Current,2020-05-10,27904.74,Closed
ACC02681,CUST00593,BR054,Savings,2020-12-06,40588.03,Closed
ACC02682,CUST02414,BR042,Current,2025-06-20,26848.21,Active
ACC02683,CUST02427,BR048,Savings,2020-08-12,16374.77,Dormant
ACC02684,CUST01125,BR056,Savings,2020-04-04,42560.57,Closed
ACC02685,CUST07863,BR060,Salary,2024-07-16,16891.07,Dormant
ACC02686,CUST00244,BR010,Savings,2024-02-18,29276.5,Active
ACC02687,CUST02000,BR036,Savings,2021-12-08,33602.0,Dormant
ACC02688,CUST02492,BR040,Savings,2022-12-20,5530.23,Dormant
ACC02689,CUST01480,BR030,Savings,2024-04-26,43525.83,Dormant
ACC02690,CUST05457,BR030,Current,2021-03-16,67001.4,Active
ACC02691,CUST00592,BR041,Salary,2024-11-29,6557.22,Closed
ACC02692,CUST03165,BR029,Salary,2021-04-19,11261.48,Closed
ACC02693,CUST03637,BR010,Savings,2023-11-05,21260.87,Closed
ACC02694,CUST04314,BR013,Savings,2019-08-11,19515.28,Active
ACC02695,CUST02367,BR021,Savings,2023-06-01,29746.71,Dormant
ACC02696,CUST02921,BR053,Fixed Deposit,2019-09-20,141325.37,Dormant
ACC02697,CUST00568,BR031,Fixed Deposit,2025-01-27,114583.61,Closed
ACC02698,CUST01195,BR029,Savings,2022-10-20,6761.52,Active
ACC02699,CUST01536,BR008,Savings,2020-02-13,38555.85,Dormant
ACC02700,CUST01102,BR006,Current,2024-11-08,137164.1,Closed
ACC02701,CUST07031,BR034,Savings,2023-12-18,31198.57,Active
ACC02702,CUST01245,BR017,Savings,2020-08-05,58799.13,Active
ACC02703,CUST02402,BR017,Salary,2020-08-06,54643.71,Closed
ACC02704,CUST05578,BR004,Fixed Deposit,2020-05-09,110660.89,Active
ACC02705,CUST01189,BR047,Savings,2020-10-05,27567.08,Dormant
ACC02706,CUST01754,BR043,Savings,2019-01-16,56420.04,Dormant
ACC02707,CUST07987,BR010,Savings,2020-08-26,25094.38,Dormant
ACC02708,CUST06989,BR035,Current,2022-01-26,37194.01,Dormant
ACC02709,CUST07233,BR017,Savings,2022-10-21,16054.22,Active
ACC02710,CUST01621,BR043,Salary,2022-02-26,39910.29,Closed
ACC02711,CUST04457,BR035,Savings,2023-01-05,10545.07,Dormant
ACC02712,CUST02089,BR051,Fixed Deposit,2019-02-19,150154.59,Active
ACC02713,CUST02930,BR030,Salary,2022-09-09,18956.55,Active
ACC02714,CUST06695,BR037,Current,2021-11-05,8961.51,Dormant
ACC02715,CUST05046,BR015,Savings,2025-05-30,30665.22,Closed
ACC02716,CUST04667,BR034,Salary,2021-03-26,3071.68,Active
ACC02717,CUST06847,BR051,Salary,2019-12-26,20699.31,Dormant
ACC02718,CUST01690,BR059,Current,2024-10-22,88012.27,Active
ACC02719,CUST06353,BR051,Savings,2020-09-14,12924.5,Active
ACC02720,CUST00692,BR033,Savings,2020-03-17,24617.01,Dormant
ACC02721,CUST01408,BR026,Current,2022-12-09,256313.72,Dormant
ACC02722,CUST00445,BR038,Savings,2024-02-18,13972.24,Closed
ACC02723,CUST03615,BR009,Current,2019-09-19,12595.47,Active
ACC02724,CUST05373,BR051,Salary,2022-05-24,37690.54,Dormant
ACC02725,CUST05198,BR054,Savings,2019-08-11,128840.24,Active
ACC02726,CUST06731,BR052,Savings,2021-12-08,22099.85,Closed
ACC02727,CUST01614,BR001,Current,2019-08-05,99853.86,Closed
ACC02728,CUST05639,BR015,Savings,2020-11-01,73668.33,Closed
ACC02729,CUST07839,BR047,Salary,2023-02-16,7944.71,Active
ACC02730,CUST03128,BR042,Savings,2022-11-23,14231.67,Closed
ACC02731,CUST06538,BR051,Savings,2021-08-23,66688.45,Dormant
ACC02732,CUST07769,BR003,Fixed Deposit,2025-03-26,164556.39,Closed
ACC02733,CUST04388,BR022,Savings,2020-06-10,36555.71,Closed
ACC02734,CUST07968,BR027,Savings,2021-04-16,9978.29,Active
ACC02735,CUST01546,BR053,Savings,2019-04-21,131709.63,Dormant
ACC02736,CUST01589,BR023,Current,2025-08-24,21354.74,Closed
ACC02737,CUST00225,BR051,Savings,2019-02-28,16291.13,Active
ACC02738,CUST01808,BR048,Savings,2024-02-17,29974.55,Dormant
ACC02739,CUST00369,BR057,Savings,2019-03-09,89209.64,Dormant
ACC02740,CUST02001,BR022,Savings,2020-02-29,47504.44,Dormant
ACC02741,CUST07872,BR012,Savings,2025-06-19,31996.41,Dormant
ACC02742,CUST02928,BR009,Fixed Deposit,2020-03-01,79060.85,Active
ACC02743,CUST07807,BR037,Savings,2023-09-09,22906.21,Dormant
ACC02744,CUST06020,BR018,Savings,2021-03-03,36400.05,Active
ACC02745,CUST02275,BR006,Savings,2020-10-14,2260.62,Closed
ACC02746,CUST00812,BR045,Salary,2023-03-21,10854.93,Closed
ACC02747,CUST07860,BR026,Salary,2023-03-30,15818.34,Active
ACC02748,CUST02664,BR055,Savings,2023-09-05,7817.24,Closed
ACC02749,CUST00586,BR055,Savings,2024-10-27,31184.95,Active
ACC02750,CUST07664,BR054,Savings,2024-10-06,18324.16,Dormant
ACC02751,CUST04307,BR052,Salary,2024-08-07,45653.38,Dormant
ACC02752,CUST03807,BR005,Savings,2025-07-09,90736.75,Active
ACC02753,CUST05575,BR038,Savings,2021-03-24,14483.64,Closed
ACC02754,CUST06126,BR049,Savings,2024-01-30,19230.37,Closed
ACC02755,CUST03260,BR012,Savings,2024-05-26,20608.26,Active
ACC02756,CUST00709,BR025,Current,2023-10-27,23117.39,Active
ACC02757,CUST04537,BR021,Current,2019-12-10,44135.73,Dormant
ACC02758,CUST05024,BR005,Savings,2020-09-09,11131.63,Active
ACC02759,CUST05083,BR006,Savings,2019-02-15,7962.09,Active
ACC02760,CUST06566,BR028,Savings,2022-09-02,38578.1,Closed
ACC02761,CUST00333,BR041,Savings,2024-05-11,38815.57,Active
ACC02762,CUST01801,BR032,Savings,2025-11-05,10679.87,Dormant
ACC02763,CUST06377,BR044,Fixed Deposit,2025-12-02,102458.51,Closed
ACC02764,CUST01674,BR005,Salary,2024-11-02,8586.06,Closed
ACC02765,CUST05906,BR013,Savings,2024-04-19,27662.94,Dormant
ACC02766,CUST05259,BR034,Savings,2023-07-15,46088.08,Closed
ACC02767,CUST02783,BR035,Salary,2021-07-23,13049.06,Closed
ACC02768,CUST01517,BR024,Savings,2022-06-24,33165.55,Active
ACC02769,CUST01823,BR035,Salary,2020-09-26,9306.79,Active
ACC02770,CUST02064,BR049,Savings,2021-11-03,18456.65,Active
ACC02771,CUST04863,BR014,Fixed Deposit,2025-06-21,52917.23,Closed
ACC02772,CUST05488,BR060,Salary,2019-11-24,7921.97,Closed
ACC02773,CUST05853,BR027,Salary,2024-08-16,11804.76,Closed
ACC02774,CUST03427,BR012,Salary,2020-01-31,4518.64,Active
ACC02775,CUST04009,BR024,Current,2022-02-28,22222.18,Closed
ACC02776,CUST04422,BR029,Salary,2019-05-19,10944.44,Dormant
ACC02777,CUST04067,BR039,Salary,2020-11-17,11166.51,Active
ACC02778,CUST04603,BR019,Savings,2019-11-29,17723.6,Closed
ACC02779,CUST01419,BR026,Fixed Deposit,2025-08-11,57695.91,Closed
ACC02780,CUST02985,BR044,Savings,2019-03-21,33911.09,Active
ACC02781,CUST00610,BR048,Savings,2021-07-12,48390.82,Closed
ACC02782,CUST07373,BR001,Savings,2020-01-26,12273.67,Closed
ACC02783,CUST01106,BR058,Savings,2022-04-02,7458.57,Dormant
ACC02784,CUST06132,BR014,Savings,2020-11-26,8622.76,Closed
ACC02785,CUST03653,BR015,Salary,2025-07-06,9499.15,Dormant
ACC02786,CUST04804,BR037,Current,2020-09-21,25541.98,Dormant
ACC02787,CUST06136,BR020,Savings,2021-04-03,11014.89,Active
ACC02788,CUST06552,BR039,Savings,2019-10-24,6860.22,Active
ACC02789,CUST01242,BR034,Savings,2025-10-25,14610.43,Closed
ACC02790,CUST07288,BR055,Salary,2023-08-08,15168.84,Closed
ACC02791,CUST06092,BR051,Salary,2021-12-06,20262.37,Active
ACC02792,CUST00466,BR049,Savings,2022-08-31,13337.29,Dormant
ACC02793,CUST01678,BR037,Savings,2020-05-23,15188.62,Active
ACC02794,CUST08006,BR001,Savings,2025-10-06,9566.01,Dormant
ACC02795,CUST06780,BR037,Savings,2019-06-24,21411.96,Closed
ACC02796,CUST00552,BR013,Salary,2021-02-09,7376.83,Closed
ACC02797,CUST00411,BR014,Salary,2022-06-23,19954.09,Active
ACC02798,CUST01391,BR035,Current,2022-10-02,6088.36,Closed
ACC02799,CUST07779,BR007,Current,2020-10-31,25345.85,Dormant
ACC02800,CUST01840,BR009,Savings,2023-04-23,28882.66,Dormant
ACC02801,CUST00125,BR046,Current,2025-02-27,43644.59,Dormant
ACC02802,CUST03354,BR045,Current,2023-01-14,536613.66,Dormant
ACC02803,CUST03452,BR038,Current,2019-01-29,51523.85,Active
ACC02804,CUST07390,BR013,Savings,2022-12-08,8922.67,Dormant
